id;name;standard
49145;Susenna;susanna
49146;Clemintina;clemens
49147;Pierijntgie;
49148;Aennue;
49149;Mayckens;
49150;Witse;wijd
49151;Mahioe;
49152;Gersoms;
49153;Magdalijn;
49154;Ela;
49155;Perynken;
49156;Frachoijs;
49157;Vroontge;
49158;Angeniesgen;
49159;Symonettgen;
49160;Lionore;
49161;Proutge;
49162;Wynert;
49163;Ysore;
49164;Elbrant;
49165;Maures;
49166;Jeacquemijntgen;
49167;Susannetgien;
49168;Fucheyn;
49169;Jacobke;jacob
49170;Passchiere;
49171;Joryna;
49172;Mensoo;
49173;Isamber;
49174;Nijkes;dominicus
49175;Fermeyn;
49176;Celijntgien;
49177;Sjudic;
49178;Pyrintgen;
49179;Leonoort;
49180;Cristijntge;
49181;Jeacqyemijntgen;
49182;Betgien;
49183;Tbyas;
49184;Sametje;
49185;Wilmge;
49186;Dyonijs;dionisius
49187;Luyt;lied
49188;Annichgen;
49189;Andriesgen;
49190;Marckgen;
49191;Angnietge;
49192;Uyrluch;
49193;Martyna;martinus
49194;Jaecquemmitgen;
49195;Goosch;
49196;Chijntgen;
49197;Sjarmijn;
49198;Aerlandia;
49199;Lecia;lucius
49200;Leveijntje;
49201;Joryn;
49202;Heyndricktgen;
49203;Gerrtudis;geertruida
49204;Guylelmus;
49205;Ybell;
49206;Livyne;
49207;Rijckewout;
49208;Hermeyn;
49209;Louysken;
49210;Geertruitgen;
49211;Pairina;
49212;Jacomijntgie;
49213;Lievijna;
49214;Havinck;
49215;Velde;
49216;Oeda;od
49217;Phillipyna;
49218;Niclae;
49219;Simontjen;
49220;Gerrebrechta;
49221;Formijn;firminus
49222;Adriaentgien;
49223;Eilco;el
49224;Athiene;
49225;Guwalterus;
49226;Jaecquyemijne;
49227;Stoeland;
49228;Wijbrnatgen;
49229;Rents;
49230;Jaecqemijntgen;
49231;Hilleyn;
49232;Catheryna;
49233;Grisoris;
49234;Lamyntgen;
49235;Sicko;zege
49236;Marrichgen;
49237;Bertermyna;
49238;Eefsgen;
49239;Aeryaentgen;
49240;Aels;
49241;Roemina;rodwolf
49242;Zuetgen;
49243;Mechtelijntgen;
49244;Apsalon;
49245;Thoucheijn;
49246;Kuiertje;koenera
49247;Marits;maria
49248;Anthonyna;
49249;Enginatius;
49250;Immethe;
49251;Catharinen;
49252;Adrianen;
49253;Eysen;
49254;Eelbout;
49255;Piera;
49256;Jeacquemyne;
49257;Perris;
49258;Outryna;
49259;Conraerd;koenraad
49260;Claesde;
49261;Jeacquemyntgen;
49262;Sjoost;
49263;Fytgien;
49264;Heyndricgien;
49265;Fordas;
49266;Tybault;
49267;Goutgien;
49268;Antoontgen;
49269;Aigje;agatha
49270;Rixt;rijkst
49271;Sijben;zegeb-
49272;Heynricus;
49273;Mecchelijntgen;
49274;Quijntijn;
49275;Castijne;
49276;Lieffde;
49277;Eggertje;
49278;Aerko;
49279;Steveno;
49280;Guylliamus;
49281;Ingge;
49282;Mauryce;
49283;Willumpje;
49284;Ymant;
49285;Louisge;
49286;Passchijer;
49287;Tytge;
49288;Bellichgen;
49289;Syberant;
49290;Swaentgien;
49291;Linoor;
49292;Lorensgen;
49293;Catharyntgen;
49294;Adolfys;
49295;Jheronimus;
49296;Jaecqyemyntgen;
49297;Nijesgen;
49298;Roeltgien;
49299;Roweyn;
49300;Jaecquemyna;
49301;Tammesijn;
49302;Ozier;
49303;Vriboren;
49304;Harka;heer
49305;Remberich;
49306;Wolphertgen;
49307;Godfry;
49308;Jespijn;
49309;Weyntgien;
49310;Cornwlis;
49311;Jeacob;
49312;Soutgen;
49313;Habertje;
49314;Mechgelijntgen;
49315;Guijrtgen;
49316;Ermptgem;
49317;Elysabette;elisabeth
49318;Renaert;
49319;Bejatricx;beatrix
49320;Aeleweyn;
49321;Katryne;catharina
49322;Jeacquemyn;
49323;Bancraes;
49324;Swaantge;
49325;Jovel;
49326;Neijntge;
49327;Alagondus;
49328;Sjakemijntge;
49329;Theade;
49330;Hiuijbert;
49331;Bruijs;
49332;Offeltjetse;
49333;Regyna;
49334;Jaquemijnke;
49335;Meynou;
49336;Loduwicus;lodewijk
49337;Maatge;
49338;Godbert;
49339;Degoro;
49340;Allardis;
49341;Ettesenet;
49342;Thousseyn;
49343;Piroontge;
49344;Didy;
49345;Hendr;
49346;Louysgien;
49347;Guyrtgen;
49348;Stevyntgen;
49349;Cathalijntgien;
49350;Webbeke;woudb-
49351;Jaecquelijne;
49352;Francoiser;
49353;Philibet;
49354;Quinticus;
49355;Cathrintien;
49356;Ysbou;
49357;Heijnderma;
49358;Femmitge;
49359;Parcijntjen;
49360;Driessche;
49361;Tielmanus;dieleman
49362;Jaecqueline;
49363;Geleyna;
49364;Magdana;
49365;Cleeyn;
49366;Histas;
49367;Anthoneth;antonius
49368;Lievijntgen;
49369;Jacobmyna;
49370;Willetrijntje;
49371;Germeyn;
49372;Annetjge;
49373;Eremeyntie;
49374;Reymert;
49375;Chillis;
49376;Burchgie;
49377;Carpijn;
49378;Meynaerdt;
49379;Willempgien;
49380;Laurentis;
49381;Heynricktgen;
49382;Piernelletgen;
49383;Pasientia;
49384;Walrande;
49385;Purter;
49386;Dauwe;duif
49387;Dejjs;
49388;\\lydia;
49389;Guilliome;
49390;Risien;
49391;Arendyntgen;
49392;Elsze;
49393;Clarqa;
49394;Sianne;
49395;Guyrtge;
49396;Barnade;
49397;Nieseke;
49398;Urbanis;urbanus
49399;Karstiaen;
49400;Soetgien;
49401;Chataryna;
49402;Lubbrant;
49403;Reympge;
49404;Wilemijntge;
49405;??!Jacob;
49406;Wemmel;
49407;Baldumus;
49408;Casyna;
49409;Haghen;
49410;Josyntgien;
49411;Ariaentte;
49412;Deblera;
49413;Leentgien;
49414;Willemeth;
49415;Isoletha;
49416;Gerrets;
49417;Formeu;
49418;Jensen;
49419;Annetijen;
49420;Siau;
49421;Amie;
49422;Gerlackus;
49423;Guylliame;
49424;Rookusge;
49425;Machtijs;
49426;Gysge;
49427;Adnen;
49428;Trjntje;catharina
49429;Oecke;
49430;Brechgie;
49431;Etthienne;
49432;Melitgen;
49433;Fasent;
49434;Lommerina;
49435;Aeggen;
49436;Gerricgh;
49437;Nijcasen;
49438;Fijtjew;
49439;Armeyne;
49440;Charijtje;
49441;Ustace;
49442;Binke;bern
49443;Elen;helena
49444;Chrestina;christiaan
49445;Hermyntgen;
49446;Apelloy;
49447;Ysacus;
49448;Huyberd;
49449;Nicholyn;
49450;Clemetge;
49451;Filipote;
49452;Ghijselbrecht;
49453;Arties;
49454;Blasyus;
49455;Mesnart;
49456;Adrryaentgen;
49457;Pijronne;
49458;Drijckje;
49459;Gilbertyn;
49460;Guylette;
49461;Philippoot;
49462;Catheijlijntgen;
49463;Sydron;
49464;Anthonytgen;
49465;Zijdragh;
49466;Diniese;
49467;Griffon;
49468;Watijs;
49469;Gerritgien;
49470;Joryntken;
49471;Machielle;michael
49472;Belyge;
49473;Gheessen;
49474;Malleaert;
49475;Pauwlijntgen;
49476;Heyltgien;
49477;Mellchior;melchior
49478;Simioen;
49479;Mahtijs;matthias
49480;Gosluwijn;
49481;Ghieltgen;
49482;Sijntgien;
49483;Ludavicus;lodewijk
49484;Melichior;melchior
49485;Lucrere;
49486;Jaspertie;
49487;Mouses;heerman
49488;Mattgen;
49489;Etgien;
49490;Adriaencken;
49491;Marthijna;martinus
49492;Ghuielmus;
49493;Reynold;reinwoud
49494;Presilla;
49495;Rijklieff;
49496;Maarijtge;
49497;Myntgen;
49498;Tannekens;
49499;Wullemina;wilhelm
49500;DominicusLudovicus;
49501;Lijsbethgen;
49502;Aawernes;
49503;Willemptgien;
49504;Philipss;
49505;Heenricus;
49506;Bucke;
49507;Chartene;
49508;Gueltge;
49509;Sieboldt;zegeboud
49510;Appalonia;apollonius
49511;Mechelijna;magdalena
49512;Barthelemees;
49513;Pieroene;
49514;Jaecquelina;
49515;Mijnken;mein
49516;Roelke;
49517;Vroudtje;
49518;Aeryaan;
49519;Hillard;hildebert
49520;Antonyntge;
49521;Lamberina;lambert
49522;Evalijntgen;
49523;Lettis;
49524;Maytgen;
49525;Urseltge;
49526;Hijltge;
49527;Pereyntgen;
49528;Franchoijse;
49529;Langius;
49530;Cartijn;
49531;Anthonietje;
49532;Paridum;
49533;Aryana;adriaan
49534;Empgen;
49535;Jacobge;
49536;Lodewycque;
49537;Uyrlicht;
49538;Jolbo;
49539;Saartgen;sara
49540;Adué;
49541;Harmijntgen;
49542;Dirkckgien;
49543;Katryntgen;
49544;Gebdina;geerhard
49545;Lejere;
49546;Bettrys;
49547;Margaritgen;
49548;Steyntge;
49549;Marrragrete;
49550;Ercgen;
49551;Jannequin;
49552;Jacopmintgen;
49553;Fuijk;
49554;Aerijnentgen;
49555;Volckgien;
49556;Suffora;
49557;IJeffgen;
49558;Isabe;isabella
49559;Calletge;
49560;Tymannius;
49561;Hilleer;
49562;Qintijn;
49563;Dineke;dina
49564;Leurense;
49565;Gloudeinne;
49566;[Daniel;
49567;Jaeckelyne;
49568;Libardus;leonhard
49569;Lyevijntgen;
49570;Paketh;
49571;Joianna;johannes
49572;Machteltgien;
49573;Agnietgien;
49574;Petret;
49575;Baltharsar;balthazar
49576;Jaecquelijna;
49577;Martureyn;
49578;Bergiet;
49579;Stijntgien;
49580;Damet;
49581;Elysabets;
49582;Garny;
49583;Ransky;
49584;Ermetge;
49585;Inghe;
49586;Teuijntje;
49587;Nolt;
49588;Alexanr;alexander
49589;Regijntie;
49590;BartholomeusJorisz;
49591;Precillia;
49592;Boudewyntgen;
49593;Lijeven;
49594;Reijmons;
49595;Lowysa;lodewijk
49596;Warant;
49597;Wlhelmina;wilhelm
49598;Bettramyn;
49599;Samuael;samuel
49600;Lauriens;laurens
49601;Lysbetgen;
49602;Clechien;
49603;Maxmillyaen;
49604;Jarlotte;
49605;Carnie;
49606;Marijtgie;
49607;Wendrina;warnheer
49608;Axander;alexander
49609;Ammarentia;emerentia
49610;Michieltge;
49611;Marlliaert;
49612;Nicoele;
49613;Jroon;
49614;Caspper;
49615;Omaryntgen;
49616;Johannesd;johannes
49617;Carteene;
49618;Roeloffje;rodwolf
49619;Macharias;magdalena
49620;Cateleyne;
49621;Carsje;chris
49622;Maergrieta;margareta
49623;Alicon;
49624;Bodijna;
49625;Raeskingh;
49626;Huychgen;
49627;Ruijtere;
49628;Usmee;
49629;Agaatha;agatha
49630;Passchasis;
49631;Volckera;folkhard
49632;`Gertrudis;
49633;Tomasijntgen;
49634;Pieroone;
49635;Wyburch;
49636;Willemijjntje;wilhelm
49637;Sinnetga;
49638;Yslant;
49639;Rysge;
49640;Livie;
49641;Gooff;
49642;Willrm;wilhelm
49643;Geyn;
49644;Gerrtit;geerhard
49645;Rijnaart;
49646;Abbigel;
49647;Gilleken;
49648;Quiryna;quirinus
49649;Lieffgen;
49650;Joseyntje;
49651;Everardt;everhard
49652;Catarica;
49653;Crijstijntgen;
49654;Lavyntgen;
49655;Cherles;karel
49656;Wilmar;wilmar
49657;Brartje;
49658;Damiën;damianus
49659;Wijnert;wijghard
49660;Christeijntje;christiaan
49661;Aernoutgen;
49662;Cormelisgen;
49663;Abrahamius;
49664;Barbesaen;
49665;Greytgie;
49666;Neeldt;
49667;Clementgen;
49668;Waelron;
49669;Wardemerus;
49670;Pierckjen;
49671;Ijdia;
49672;Vermien;
49673;Sibaudt;
49674;Gebbe;gave
49675;Lammertina;lambert
49676;Maddaleentjen;
49677;Lavijntgen;
49678;Claseken;
49679;Geeryruijd;
49680;Femmerus;
49681;Annetiez;
49682;Mesge;
49683;Oopge;
49684;Sosannetie;
49685;Hudia;
49686;Fyde;
49687;Louisken;
49688;Josijntgie;
49689;Remiens;
49690;Hasbout;
49691;Thijsge;
49692;Rysial;
49693;Fors;
49694;Peryntgie;
49695;Ewits;
49696;Lebuin;
49697;Mengsgen;
49698;Ragua;
49699;Cebylge;
49700;Helmech;helmwijg
49701;s'-Jean;
49702;Pietertgien;
49703;Artsman;
49704;Lenae;leonhard
49705;Lange;
49706;Andaert;
49707;Jeremiah;jeremia
49708;Joannna;johannes
49709;Julyana;
49710;Moijsus;
49711;Thomasyntgen;
49712;Passchier??;
49713;Hyllegont;
49714;Crystyntgen;
49715;Enhel;engel
49716;Dircktgen;
49717;Syphore;
49718;Lijntgien;
49719;Lijsbeten;
49720;Rupheyn;
49721;Gomtie;
49722;Ermsoze;
49723;Beerje;bernhard
49724;Jacomeyntgen;
49725;Ghijstge;
49726;Mep;
49727;Geerttruijt;
49728;Louuis;
49729;Paulyne;
49730;Winna;wijn
49731;Qinte;
49732;Roellandt;
49733;Seijn;
49734;Sijtgien;
49735;Andriaentgen;
49736;Phillippijne;
49737;Ermijntgen;
49738;Ferjaen;
49739;Frery;
49740;Jeltjen;geld
49741;Kathelyntgen;
49742;Rinsge;
49743;Pjilip;
49744;Figurina;
49745;Dirckijen;
49746;Jaateris;
49747;Claesyntgen;
49748;Cuniertgien;
49749;Jacona;jacob
49750;Annttje;
49751;Lysya;
49752;Valetijne;
49753;Firmijn;firminus
49754;Malagies;
49755;Mickiel;
49756;Rumeldus;rumold
49757;Maaycken;
49758;Corne;cornelis
49759;Jolentge;
49760;Heyndrickie;
49761;Lubbetie;
49762;Dirikus;
49763;Bastyne;
49764;Stephien;
49765;Etheen;
49766;Maartgien;
49767;Cneertgen;
49768;Zagamijntgen;
49769;Mebis;bartholomeus
49770;Orrempje;
49771;Donken;dankheer
49772;Cniertgien;
49773;Isabeuw;
49774;Gosewout;
49775;Haljaart;
49776;Verry;
49777;Esfraijen;
49778;Saleme;
49779;Anneyne;
49780;Martheyne;
49781;Christoffelijne;
49782;Geucke;
49783;Chacharias;
49784;Sjanne;
49785;Anieken;
49786;Josijntgien;
49787;Floortgien;
49788;Cunje;
49789;Dirctgen;
49790;Judictgen;
49791;Mijrijtje;
49792;Saerlaer;
49793;Cristyntge;
49794;Damaen;
49795;Volgen;
49796;Leveyn;
49797;Mertijntien;
49798;Lummenighie;
49799;Leuntgien;
49800;Lerach;
49801;Lowijsgie;
49802;Fromeyn;
49803;Vranckgen;
49804;Baeffken;
49805;Mijsiel;
49806;Andreis;andries
49807;Gureyne;
49808;Ommaert;
49809;Calyntgen;
49810;Agnietghe;
49811;Goddelyve;
49812;Piroontgen;
49813;Poulijntgen;
49814;Cerstine;
49815;Callekes;
49816;Claetse;
49817;Pijeltie;
49818;Caspares;
49819;Sabinae;
49820;Hadewey;hadewi
49821;Martyntgien;
49822;Gysgien;
49823;Cathalys;
49824;Guiljana;wilhelm
49825;Catalyntgien;
49826;Loysken;
49827;Collombel;
49828;Geutgen;
49829;Daemis;
49830;Joseyne;
49831;Machge;
49832;Cassiaen;
49833;Engeltgien;
49834;Reynoutgien;
49835;Larel;
49836;Huijchgen;
49837;Chrinstyntgen;
49838;Maerjaert;
49839;Catharijntgien;
49840;Ryckgien;
49841;Beatericx;
49842;Judithgen;
49843;Wisgen;
49844;Raechael;
49845;Dieuwertgien;
49846;Jacobijs;jacob
49847;Guille;
49848;Ryckie;
49849;Hommel;
49850;Dyne;
49851;Mau'eris;
49852;Ragon;
49853;Celius;marcel
49854;Lyne;
49855;Remijntgen;
49856;Truytgien;
49857;Metgien;
49858;Sydracht;
49859;Laurensge;
49860;"Cornel;is";cornelis
49861;Lenaertgen;
49862;Maghtelje;
49863;Wyckertie;
49864;Wyven;
49865;Ydetgen;
49866;Maerlijn;
49867;Tryntgie;
49868;Lijsabette;elisabeth
49869;Louff;
49870;Harpar;
49871;Yeffken;
49872;Jaequemyna;
49873;Bruintgen;
49874;Abplonia;
49875;Gecina;gesinus
49876;Rosijntje;roos
49877;Poole;
49878;Marickgen;
49879;Everhardt;everhard
49880;Dteeven;
49881;Jeacop;
49882;Sandriena;alexander
49883;Gerraerdt;
49884;Ellinck;
49885;Ettien;
49886;Phillipote;
49887;Geertryut;
49888;Jiilis;
49889;Jantonet;
49890;Hendricl;
49891;Tenyntgien;
49892;Ergje;
49893;Luijkus;
49894;Dircxgen;
49895;Heyndrickgien;
49896;Rijntgen;
49897;Marteyne;
49898;Anggenietgen;
49899;Gryete;
49900;Floryntgen;
49901;Martijntgien;
49902;Engebrander;
49903;Gulhelimus;
49904;Jeacquemijn;
49905;Zybrant;
49906;Jachet;jacob
49907;Claertgien;
49908;Maergarieta;
49909;Vrouwetje;vrouw
49910;Apollonaria;
49911;Chrislijntgen;
49912;Gijsbers;
49913;Zael;
49914;Wiebentge;
49915;Gillitge;
49916;Arriantie;
49917;Jeacquemijne;
49918;Gommaer;gomarus
49919;Jessij;jozef
49920;Efjen;
49921;Rachgel;
49922;ri;
49923;Hertman;
49924;Fitsel;
49925;Catgelyne;
49926;Otjen;od
49927;Phlippina;filippus
49928;Sjorssie;
49929;Kaecques;
49930;Jacobmyngen;
49931;Mathelt;
49932;Jacquemyntge;
49933;Lieveke;lief
49934;Luiringh;
49935;Gratye;
49936;Toussaints;toussaint
49937;Chyphora;
49938;Maeyckjen;
49939;Mariggje;maria
49940;Jorijsgen;
49941;Aaegie;
49942;Killiaen;
49943;Fegter;petrus
49944;Esegil;
49945;Hampge;
49946;Mertyntgen;
49947;Banjameyn;
49948;Wallardus;
49949;Mechelijn;
49950;Cirist;
49951;Gerrigge;
49952;Cathoria;
49953;Jacabus;jacob
49954;Guilaum;
49955;Styntgien;
49956;Maertyntgien;
49957;Catholina;catharina
49958;Hendrikke;heimrijk
49959;Franssijntgen;
49960;CatharinaTheresia;catharina
49961;Fransche;franciscus
49962;Souphia;sofia
49963;Albardina;adelbert
49964;Cijtgien;
49965;Derickgen;
49966;Kenoutge;
49967;Aycke;
49968;Neels;cornelis
49969;Sanderijntge;
49970;Judicgen;
49971;Mery;
49972;Mecharijs;
49973;Angineta;agnes
49974;Eermtge;
49975;Marriche;
49976;Nellige;cornelis
49977;Dienmensa;
49978;Wolbrecht;
49979;Barerd;
49980;Helligert;heilgeer
49981;Roubrecht;
49982;Nicoll;
49983;A(b)raham;
49984;Raampije;
49985;Dominickus;
49986;Radda;
49987;Bastyn;
49988;Henricqen;
49989;Jacobde;
49990;IJsbrandis;
49991;Abugel;
49992;Chatalyne;
49993;Toucheijn;
49994;Yffge;
49995;Grisolus;
49996;Lysebetje;
49997;Geraerdyne;
49998;Barbarra;barbara
49999;Passchierf;
50000;Ingel;engel
50001;Catalana;
50002;Sicker;
50003;Guilliette;
50004;Albartje;adelbert
50005;Deleaentgen;
50006;Corneluis;cornelis
50007;Cathahrina;
50008;Jaecquelijn;
50009;Christiaantje;christiaan
50010;Royeer;
50011;Poele;
50012;Floreyne;
50013;Kathelyne;
50014;Rycland;
50015;Apleni;
50016;Pinxter;
50017;Jeacquemyntgien;
50018;Thrijntge;
50019;Gebbetgen;
50020;Linergitin;
50021;Drujoen;
50022;Henriq;heimrijk
50023;Etyenne;
50024;Florette;florentius
50025;Salene;
50026;Cijbrigje;
50027;Jaeckus;
50028;Aeryeantgen;
50029;Hendruw;
50030;Margery;margareta
50031;Jaenken;
50032;Eghidius;
50033;Stevenyntge;
50034;Godalieve;
50035;Guylijuis;
50036;Mecchelyna;
50037;Jaequemyntgen;
50038;Frerickie;
50039;Mouryn;
50040;Thoentgen;
50041;Commerijncken;
50042;Magchtelt;
50043;Gooske;gos
50044;Molepher;
50045;Maritgjen;
50046;Raffelis;
50047;Nicasen;
50048;Diliaentje;
50049;Jelijntge;
50050;Sebatianus;sebastianus
50051;Pencoet;
50052;Bastijana;
50053;Christiano;christiaan
50054;Glou;
50055;Sibillia;sibylla
50056;Heyndrinne;
50057;Sussannetje;
50058;Aerentgen;
50059;Gielle;egidius
50060;Arckeles;
50061;Woutertgien;
50062;Henricktgen;
50063;Betgelyn;
50064;Agniesgen;
50065;Wijnanta;wijgnand
50066;Huberttgen;
50067;Joais;johannes
50068;Glibert;
50069;Filipota;
50070;Torijntgen;
50071;Claeis;
50072;Matiu;
50073;Drouwan;
50074;Chatalyna;
50075;S';
50076;Critienne;
50077;Catholyntgen;
50078;Seanne;
50079;Bonesprance;
50080;Izae;
50081;Sephia;sofia
50082;Ermpe;
50083;Aagenietje;
50084;Rytgen;
50085;Rimmichien;
50086;Prijntgens;
50087;??Gijsbert;
50088;Valenthyn;
50089;Remonts;
50090;Margaryt;
50091;Claessgien;
50092;Huychson;
50093;Haai;heg
50094;Boy;
50095;Aeryaen;
50096;Reyder;
50097;Angelicq;
50098;Drijsintgen;
50099;Eeuwoutgen;
50100;Guitghen;
50101;Siburchgen;
50102;Ghijsbrechtgen;
50103;Aechijen;
50104;Simpson;
50105;Gyseltgen;
50106;Merritien;
50107;Jelijntgen;
50108;Annyne;
50109;Gillijntgen;
50110;Tousschein;
50111;Cristofflyn;
50112;Meynderts;
50113;Bettermeyne;
50114;Tytsen;
50115;Cryntgie;
50116;Huibertgen;
50117;Urseltgien;
50118;Severke;
50119;Celijtge;
50120;Erntie;ernst
50121;Cartine;
50122;Cathariuna;catharina
50123;Antra;
50124;Beukel;
50125;Jeroentgen;
50126;Mantis;
50127;Finietje;
50128;Symone;
50129;Geuyrtje;
50130;Areyen;
50131;Tieles;
50132;Baertgie;
50133;Knuyertge;
50134;Jannetgens;
50135;Vinjenne;
50136;Andrteas;andries
50137;Ayke;ei
50138;Luyr;
50139;Miggelyna;
50140;Appeleuntge;
50141;Oedlet;
50142;Goutijer;
50143;Dingnert;
50144;Glaudyne;
50145;Francinje;
50146;Nicolau;
50147;Franx;franciscus
50148;Hidocus;
50149;Vincentgien;
50150;Melss;
50151;Francyntben;
50152;Passchelina;
50153;Lyduwyna;
50154;Caertgen;
50155;Dievertgie;
50156;Andsries;
50157;Elisabewth;elisabeth
50158;Jortis;
50159;Cataelina;
50160;Juliaentgen;
50161;Jacogmina;
50162;Pitersen;
50163;Heser;
50164;Mattues;
50165;Cherlotte;karel
50166;Mariegen;
50167;Barberae;
50168;Eeremijntie;
50169;Zirach;
50170;Kunnigie;
50171;'s-Jaecq;
50172;Burgitta;
50173;JWillemijntje;
50174;Rutsaart;
50175;Franscijntgen;
50176;Saggerias;
50177;s'Jean;
50178;Jeacquelyne;
50179;Vhristina;fries
50180;Andeis;
50181;Samsum;
50182;Angniettgen;
50183;Hevina;heerman
50184;Knierten;
50185;Keutje;
50186;Jacke;jacob
50187;Vatje;
50188;Sjaert;
50189;Geertijen;geerhard
50190;Beteremen;
50191;Torsijn;
50192;Casstijntgen;
50193;Elye;
50194;Peitertje;petrus
50195;Frantschijntgen;
50196;Tesijntje;matthias
50197;Crijstijntgien;
50198;Lowijsseke;
50199;Dorithe;
50200;Hyubert;
50201;Saloma;salomo
50202;Betrire;
50203;Nijsche;
50204;Loysgen;
50205;Mage;
50206;Silvius;salvius
50207;Gilly;wilhelm
50208;Dirijntgen;
50209;Symonn;
50210;Melhtilda;
50211;Baltina;boud
50212;Giraert;
50213;Iemmetge;
50214;Hosias;hase
50215;Pierete;
50216;Dirion;
50217;Atijaantge;
50218;Maertne;
50219;Supriaen;
50220;Louwerenske;laurens
50221;SJaecques;
50222;Allerdijntgen;
50223;Roelnadt;
50224;Gabriëlge;
50225;Follitgen;
50226;Knyertgen;
50227;Eeduwaert;
50228;Pieternellitge;
50229;Betermieu;
50230;Haneke;
50231;Kryntge;
50232;Gheesgen;
50233;Judikjen;judith
50234;Sijrtgen;
50235;Cosmis;
50236;Escias;
50237;Adrijaentgen;
50238;Buyser;
50239;Albertyna;
50240;Ebeltgen;
50241;Mergtje;margareta
50242;Franctchijrtgen;
50243;Raechell;
50244;Loussie;
50245;Christeyntie;
50246;Berbesaen;
50247;Jeacqmijntgien;
50248;Geesgien;
50249;Balton;
50250;Wyntge;
50251;Jaecomijne;
50252;Elionore;eleonora
50253;Benjamyna;
50254;IJtgien;
50255;Birgitte;brigitta
50256;Princie;petrus
50257;Sybault;
50258;Kerstijntge;
50259;Jooh;
50260;Cijntgie;
50261;Quinera;quirinus
50262;Sijmert;zegeward
50263;Corstintgen;
50264;Philippyntgien;
50265;Tetgen;
50266;Marrichge;
50267;Pasquyntgen;
50268;Corssgen;
50269;Marguaret;
50270;Belytken;
50271;Mathysgen;
50272;Yleer;
50273;Mechael;michael
50274;Ceuntgen;
50275;Guljaume;
50276;Geertruytgen;
50277;Bankeraers;
50278;Cerstiaen;
50279;Joerijntgien;
50280;Gijdeoen;
50281;Juditge;
50282;Cathalijntgie;
50283;Eisbrant;isbrand
50284;Martialis;
50285;Remont;
50286;Gamanuel;
50287;Jerenimus;
50288;Barrandyn;
50289;Philius;
50290;Beekge;
50291;Artius;
50292;Creintje;quirinus
50293;Fily;
50294;Harmentgen;
50295;Geustachius;
50296;Janntegen;
50297;Leendertie;leonhard
50298;Olyva;
50299;Yetge;
50300;Diewere;
50301;Aldegon;adelgonda
50302;Nolterus;arnoud
50303;Vynneken;
50304;Quyntyn;
50305;Geasparus;
50306;Magister;michael
50307;Franchoes;
50308;Pasghijna;
50309;Ileire;
50310;Hadalijna;
50311;Arjaantge;
50312;Pijroentge;
50313;Maddela;
50314;Witsia;
50315;Jannitjr;
50316;Rouloffge;
50317;Valckgien;
50318;Dinge;dignus
50319;Pieternelleltje;
50320;Angeniesge;
50321;Christijntgens;
50322;Etyene;
50323;Adeloth;
50324;Odilly;
50325;Rochusgen;
50326;Toneth;
50327;Juriene;george
50328;Lobbergien;
50329;Gherret;
50330;Genelia;
50331;Clemenr;
50332;Roeyin;
50333;Luylick;
50334;Jozyna;jozef
50335;Barsiet;
50336;Pasgyntgen;
50337;Gilletta;egidius
50338;Ariaantjie;
50339;Misschelle;
50340;Allertie;
50341;Maerritgen;
50342;Barnebee;
50343;Cytie;
50344;Levijntgien;
50345;Gude;
50346;Oflate;
50347;Formeyn;
50348;Sydroon;
50349;Lowijtge;
50350;Ignetge;
50351;Cheijntje;
50352;Guwy;
50353;Othene;
50354;Claesche;
50355;Sillia;cecilia
50356;Valentyne;
50357;Lowisge;
50358;Diewertgien;
50359;Florenkens;
50360;Nore;
50361;Isobel;
50362;Lubbetge;
50363;Elysa;
50364;Philippijntgien;
50365;s'Jenne;
50366;Yfge;
50367;Ghijsbertus;gijsbert
50368;Gerbergi;
50369;Agnijetgen;
50370;Jasmina;jasmijn
50371;Meynrt;
50372;Oostwaldus;
50373;Baernaerdt;
50374;Doewertje;
50375;Belyckgen;
50376;Andriesge;
50377;Phillipsgen;
50378;Treesken;theresia
50379;Antheny;
50380;Urisse;
50381;Judickie;judith
50382;Aderiaan;adriaan
50383;Erkkgen;
50384;Pancratia;pancratius
50385;Rebeckae;
50386;Neleman;
50387;Jeryntgien;
50388;Gyleyne;
50389;Geger;
50390;Franchoisse;
50391;Anglis;
50392;Lidwijna;
50393;Colyna;
50394;Raefel;rafael
50395;Alijdt;
50396;Angnietgen;
50397;Derina;delia
50398;Basteijaen;
50399;Delijaetge;
50400;Wijndelijna;wendel
50401;Feijken;fried
50402;Martenus;martinus
50403;Feuntje;ferdinand
50404;Gijleyne;
50405;Kryntie;
50406;Grent;
50407;Ingenasius;eng
50408;Gerbergje;geerbert
50409;Roeloffge;
50410;Ytgien;
50411;Bouwelouwesteeg????;
50412;Plaseth;
50413;Aesche;
50414;Gysbet;
50415;Eelbregt;
50416;Jannetjge;
50417;Lynken;
50418;Stephia;stefanus
50419;Gontgen;
50420;Itgien;
50421;Jaapse;
50422;Zaharias;
50423;Klaerti;
50424;Maechdalena;
50425;Pleuijntgen;
50426;Hardtman;
50427;Nowele;
50428;Rogeer;rodgeer
50429;Gelyne;
50430;Magdaleyn;
50431;Willempyge;
50432;Glaudeyne;
50433;Berter;
50434;Theorina;theodorus
50435;Charelotte;
50436;Jorysgen;
50437;Lynith;
50438;Rommeyn;
50439;Jernijn;
50440;Loureynse;
50441;Alm.;
50442;Lievenne;
