id;name;standard
11361;Marthinette;martinus
11362;Tonia,;
11363;Lybe;liedb-
11364;Emolie;
11365;Hyndrina;heimrijk
11366;Ebes;
11367;Luma;
11368;Euphonia;eufemia
11369;Gaudeus;
11370;Mariyje;
11371;Cazilie;cecilia
11372;Eegie;eg
11373;Godefroid;godfried
11374;Mechtilius;
11375;Yetske;id
11376;(Maria);
11377;Georga;george
11378;Rijmertje;reinier
11379;Arnaudina;arnoud
11380;Josyntje;jozef
11381;Robbertus;rodbert
11382;Theunius;antonius
11383;Edmonda;edmond
11384;Jochim;joachim
11385;Ferkje;fried
11386;Barendijntje;bernhard
11387;Cijntje;sin
11388;Feronique;
11389;Hark;heer
11390;Bront;brand
11391;Radegunde;
11392;Lijkle;nicolaas
11393;Magtelda;machthilde
11394;Sebastionius;
11395;Hedrikus;heimrijk
11396;Wicker;wijgheer
11397;Seselia;cecilia
11398;Tannike;dank
11399;Sybje;
11400;Willemijnt;wilhelm
11401;Jacoba,;
11402;Walbartus;
11403;Jacominus;jacob
11404;Bappje;barbara
11405;Aldolf;adelwolf
11406;Hendrikse;
11407;Betjen;elisabeth
11408;Gorinus;gregorius
11409;Hoppe;
11410;Jolian;
11411;Arens;adriaan
11412;Berndt;bernhard
11413;Jozyntje;
11414;Doekele;doede
11415;Winandus;wijgnand
11416;Reins;
11417;Hanus;johannes
11418;Hyndryntje;
11419;Lijzer;lazarus
11420;Mangsje;man
11421;Martha/Martina;
11422;Reykje;rijk
11423;Hemmes;
11424;Wilhelimus;wilhelm
11425;Elisabeth?;elisabeth
11426;Wolmet;wilmoed
11427;Albecht;
11428;Maria,;
11429;A(d)riaantje;
11430;Antonii;antonius
11431;Kanera;koenera
11432;Louwrijntje;laurens
11433;Timothea;timotheus
11434;Jurrin;
11435;Jaocbus;jacob
11436;Beleke;bele
11437;Maaika;maria
11438;Bartiana;sebastianus
11439;Ziebe;zegeb-
11440;Voorhout;
11441;Ap;
11442;Daniële;daniël
11443;Amenaide;arnoud
11444;Galiëte;
11445;Jorijna;george
11446;Mathys;matthias
11447;Judiek;judith
11448;Weijmpje;wilhelm
11449;IJmke;erm
11450;Heytje;
11451;Marytie;maria
11452;Hyke;heil
11453;Willemyna;wilhelm
11454;Amerenske;emerentia
11455;Hubertrus;hugbert
11456;Marinnsen;
11457;Lourensje;laurens
11458;Srizarina;
11459;Jaabje;jacob
11460;Narijtje;anne
11461;Bruinetta;brun
11462;Bonaventure;bonaventura
11463;Zagcherias;
11464;Doratea;dorothea
11465;Maertje;maria
11466;Gerrebrecht;geerburg
11467;Fier;fried
11468;Ottilda;od
11469;Louwsina;laurens
11470;Jerphia;geerfas
11471;Neuleken;nel
11472;Theodorus/Dirk;theodorus
11473;Gelbrigje;geerburg
11474;Hijme;hegman
11475;Rhyn;rein
11476;Salomine;salomo
11477;Cornélil;
11478;Angelicque;engel
11479;Danius;daniël
11480;Hunen;
11481;Gabriel;
11482;Maurus;maurits
11483;Zweerbartus;zwindbert
11484;Delliana;delia
11485;Verginie;virginia
11486;Huivertje;hugbert
11487;Goeule;
11488;Guilelmine;wilhelm
11489;Pyter;petrus
11490;Heuntje;heim
11491;Rosamunde;roos
11492;Wintje;wijn
11493;Mozie;
11494;Riza;roos
11495;Nelisa;cornelis
11496;Aliede;adelheid
11497;Carelia;
11498;Lidya;adelheid
11499;Hendrk;heimrijk
11500;Elizabertus;elisabeth
11501;Engelinna;engel
11502;Aleyta;
11503;Emerance;emerentia
11504;Lembartus;
11505;Gosuinus;gosewijn
11506;Gerrije;geerhard
11507;Toers;
11508;Korunus;
11509;Goitsen;god
11510;Huybje;
11511;Selima;cecilia
11512;Sibertus;zegebert
11513;Heitje;hilde
11514;Lauwerens;laurens
11515;Paulonia;paulus
11516;Gerdine;geerhard
11517;Louwies;lodewijk
11518;Asa;
11519;Warrenaat;
11520;Japi;jacob
11521;Ceeldert;
11522;Matthje;matthias
11523;Hager;heg
11524;Lars;laurens
11525;Grethe;margareta
11526;Israel;
11527;Gariena;
11528;Neijs;dionisius
11529;Remmer;reinbert
11530;Menschje;mein
11531;Tammerus;diedmar
11532;Teunitje;antonius
11533;Geysbertje;
11534;Gesyna;gesinus
11535;Maritna;maria
11536;Françoise;
11537;Drewes;andries
11538;Rixtia;rijkst
11539;Jois;jozef
11540;Rimkes;reinb-
11541;Melkert;melchior
11542;Peggy;
11543;Elisaberth;elisabeth
11544;Leeuwke;liedw-
11545;Sent;cent
11546;Eloisabeth;elisabeth
11547;Wilhelmiena;wilhelm
11548;Tuigje;
11549;Athanasius;annanias
11550;Almoeth;
11551;Geerta;geertruida
11552;Elsbeth;elisabeth
11553;Rosian;
11554;Chérie;christiaan
11555;Huijbertina;hugbert
11556;Wokje;
11557;[Maria];
11558;Katryntje;
11559;Amaik;
11560;Geltje;geel
11561;Petronel;petrus
11562;Sibillus;sibylla
11563;Martius;martinus
11564;Laurensje;laurens
11565;Heijlena;helena
11566;Hendirk;heimrijk
11567;Jasparina;casper
11568;Caertje;catharina
11569;Sovia;sofia
11570;Machline;magdalena
11571;Elinor;eleonora
11572;Peder;petrus
11573;Etske;edse
11574;Eekje;eg
11575;Engberdientjen;engbert
11576;Helmut;helmoed
11577;Swie;
11578;Tek;
11579;Lauus;
11580;Ludmilla;liedm-
11581;Eelkoline;el
11582;Wiltje;wil
11583;Margrete;margareta
11584;Zijmetje;simon
11585;Boel;boud
11586;Marigtje;maria
11587;Wichertjen;wijghard
11588;Frouwkiena;vrouw
11589;Elfride;adelfried
11590;Peggij;
11591;Godefried;godfried
11592;Hijnderijntje;heimrijk
11593;Filippijntje;filippus
11594;Alewyn;
11595;Claseijntje;nicolaas
11596;Heilena;helena
11597;Eewout;ewoud
11598;Sjouwkje;zegeward
11599;Lyzer;
11600;Danier;daniël
11601;Meij;
11602;Lijbeth;elisabeth
11603;Severa;severinus
11604;Gerhardiena;geerhard
11605;Dionysus;dionisius
11606;Ermje;
11607;Evelyn;eva
11608;Tjadeke;
11609;Cadelina;
11610;Nannie;nan
11611;Wendeline;wendel
11612;Lauwrentius;laurens
11613;Gritje;margareta
11614;Amondus;amandus
11615;Gerbregt;geerburg
11616;Zeibje;
11617;Arenout;arnoud
11618;Ariejaentje;adriaan
11619;Friedericka;friedrijk
11620;Luurt;ludhard
11621;Darina;diedw-
11622;Ytse;id
11623;Megcheltje;magdalena
11624;Sijes;
11625;Sibylla;sibylla
11626;Aarij;adriaan
11627;Recla;
11628;Belegje;bele
11629;Reynerus;reingeer
11630;Marrie;maria
11631;Jasina;hyacinthus
11632;Habbe;hadeb-
11633;Schoerd;
11634;Heijlke;heil
11635;Krelisje;cornelis
11636;Janntje;johannes
11637;Doora;door
11638;Neelke;cornelis
11639;Gebina;gave
11640;Cozijn;cozijn
11641;Renees;
11642;Perina;petrus
11643;Neeltje,;
11644;Abrammina;abraham
11645;Doedens;
11646;Mauweris;
11647;Angenetha;agnes
11648;Godefride;godfried
11649;Gobel;godbert
11650;Alfonse;
11651;Lauw;laurens
11652;Ijmkjen;erm
11653;Talma;dieleman
11654;Souwtje;zoet
11655;Euphernia;
11656;Rinnert;reinhard
11657;Leonsrdus;
11658;Hendryk;heimrijk
11659;Hajonides;heg
11660;Matze;
11661;Eliberthus;elbert
11662;Cornelia/Catharina;
11663;Stephenetta;
11664;Poncio;pontiaan
11665;Rulirdje;
11666;Wenefrida;wenceslaus
11667;Henck;heimrijk
11668;Dyn;
11669;Meymesia;
11670;Nesina;agnes
11671;Bendia;benedictus
11672;Jenö;
11673;Angyalka;
11674;Fimkje;friedmar
11675;Lieuwtje;liedw-
11676;Thoma;thomas
11677;IJzack;izaak
11678;Machtildes;machthilde
11679;Menchie;mein
11680;Alibert;adelbert
11681;Ageda;agatha
11682;Hann;
11683;Godewart;gosewijn
11684;Gasparus;casper
11685;Caetje;catharina
11686;Ybele;ib
11687;Gerbregje;geerburg
11688;Maijerd;madelhard
11689;Antonin;antonius
11690;Ludvika;
11691;Susiena;susanna
11692;Leender;leonhard
11693;Alesander;alexander
11694;Jankheer;
11695;Jonksrouwe;
11696;Lijanna;
11697;Alphonsa;adelfons
11698;Morits;maurits
11699;Rosetje;roos
11700;FReitje;
11701;Splinterus;
11702;Gosuina;gosewijn
11703;Xavier;xaverius
11704;Hybe;
11705;Mosis;mozes
11706;Hermyna;heerman
11707;Hebelina;hadeb-
11708;Severien;severinus
11709;Tonelina;antonius
11710;Titke;
11711;Moyse;mozes
11712;Edeltje;adelb-
11713;Ironica;hieronymus
11714;Jarl;
11715;Klaara;clara
11716;Gilliaume;wilhelm
11717;Era;
11718;Joachima;joachim
11719;Epeus;
11720;Jeep;gave
11721;Hesseltje;hase
11722;Holze;hold
11723;Gerko;geer
11724;Ariy;adriaan
11725;Carrolien;
11726;Franszina;franciscus
11727;Hezonden;
11728;Agnatia;agnes
11729;Claudia;claudius
11730;Auskus;
11731;Christianius;christiaan
11732;Diderricus;
11733;Gijsbarta;gijsbert
11734;Focco;folk
11735;Minsje;mein
11736;Garry;
11737;Oktje;od
11738;Dingetjen;dignus
11739;Thonius;antonius
11740;Alegunda;adelgonda
11741;Dieuweke;diedw-
11742;Arkje;arnoud
11743;Sjutje;zegeward
11744;Johanns;johannes
11745;Bonavantura;bonaventura
11746;Lubbechijn;liedb-
11747;Popkjen;folkb-
11748;Sjaac;
11749;Bartold;bertwoud
11750;erkenning;
11751;Brudolf;
11752;Peier;petrus
11753;Loutens;
11754;Kioknio;
11755;Dederica;diedrijk
11756;Berbe;barbara
11757;Francinca;
11758;Veij;
11759;Lema;
11760;Engelmundis;engel
11761;Koestomo;
11762;Kramat;
11763;Soetami;
11764;Theeuwis;matthias
11765;Hitzele;
11766;Feltje;falk
11767;Gijnbertus;
11768;Breche;
11769;Joorisje;george
11770;Elissabeth;elisabeth
11771;Gilgonda;
11772;Willibrord;willibrord
11773;Francus;franciscus
11774;Diverdina;diedw-
11775;Heero;heer
11776;Into;antonius
11777;Ingebrecht;eng
11778;Bartholoemeus;
11779;Bouno;
11780;Judoca;jodocus
11781;Wiselina;wessel
11782;Talgien;diedlief
11783;Mariannetje;
11784;Ariaaltje;
11785;Dankres;
11786;Geerd;geerhard
11787;Ammie;
11788;Ametje;ame
11789;Hentietta;heimrijk
11790;Thijmon;diedeman
11791;Saatje;sara
11792;Casperus;casper
11793;Jann;johannes
11794;Adalbert;adelbert
11795;Thimen;diedeman
11796;Anthonio;antonius
11797;Philistine;filippus
11798;Saka;
11799;Dororthea;dorothea
11800;Anniegjen;anne
11801;Akje;age
11802;Chik;
11803;Ti;died
11804;Wubbetien;
11805;Elkje;adel
11806;Apolle;apollonius
11807;Cathar;catharina
11808;Hena;heimrijk
11809;Chust;
11810;Meynard;meinhard
11811;Piettertje;petrus
11812;Matthée;matthias
11813;Roberthus;rodbert
11814;Wijbranda;wijgbrand
11815;Peeuwis;
11816;Lijb;
11817;Egeltje;eg
11818;Matthie;matthias
11819;Mietie;maria
11820;IJpke;ib
11821;Clem;clemens
11822;Dirckje;diedrijk
11823;Dignum;
11824;Agonieta;agnes
11825;Edruard;
11826;Blaise;
11827;Henderi;
11828;Sergenja;
11829;Chatharinus;catharina
11830;Philijpus;filippus
11831;Lüde;
11832;Marrietje;maria
11833;Pitternella;petrus
11834;Hendrin;heimrijk
11835;Jerom;hieronymus
11836;Mauju;
11837;Clazine;nicolaas
11838;IJnske;in
11839;Ursus;ursula
11840;Reinera;reingeer
11841;Tjimme;diedmar
11842;Jantgen;johannes
11843;IJsbrants;isbrand
11844;Wijnen;
11845;Adelgundis;adelgonda
11846;Magalina;magdalena
11847;Kevirinus;
11848;Jozea;josias
11849;Taapke;diedb-
11850;Sisia;
11851;Geerigje;geerhard
11852;Johanees;johannes
11853;Matijs;matthias
11854;Swopkjen;zwaaf
11855;Guilaume;wilhelm
11856;Hadrina;hade
11857;Reijnetta;rein
11858;Thrijntje;catharina
11859;Geridina;geerhard
11860;Annitje;anne
11861;Combertus;gomarus
11862;Goedefridus;godfried
11863;Guurta;geertruida
11864;Schwanetta;
11865;Tjaake;died
11866;Wygie;
11867;Hillegarda;hildegonda
11868;Seike;zege
11869;Wijbergje;wijgburg
11870;Wijnaud;wijgnand
11871;Lauwrensse;
11872;Giesbert;gijsbert
11873;Grades;geerhard
11874;Donato;donatus
11875;Geessie;gesinus
11876;Mijndrina;meinhard
11877;Gys;gijs
11878;Gaetano;
11879;Aufke;ave
11880;Maritjen;maria
11881;Michela;michael
11882;Apionia;
11883;Cietje;zege
11884;Rigte;richt
11885;Eeuwitje;ewoud
11886;Jankoranna;
11887;Eijmmetje;erm
11888;Rosali;roos
11889;Annichje;anne
11890;Rubijerus;
11891;Suan;
11892;Dierkje;diedrijk
11893;Drillem;
11894;Erwin;eerwijn
11895;Theodoruss;theodorus
11896;Wiechert;wijghard
11897;Beene;ben
11898;Lubertina;liedbert
11899;Dyonisins;
11900;Kristiena;christiaan
11901;Henno;heim
11902;Auria;
11903;Pieternella/Petronella;
11904;Wijpkjen;wijgb-
11905;Dorieka;
11906;Herko;heer
11907;Siang;zegeward
11908;Tong;
11909;Tjek;
11910;Hendrig;heimrijk
11911;Katerina;catharina
11912;Sijbert;zegebert
11913;Wilhemus;wilhelm
11914;Heije;heg
11915;Michilis;michael
11916;Hense;heimrijk
11917;Samees;
11918;Beestje;bert
11919;Daniëlis;daniël
11920;Elzeline;elisabeth
11921;Alijdes;adelheid
11922;Dionis;dionisius
11923;Teinis;antonius
11924;Oltman;oudman
11925;Bender;
11926;Hannetsen;
11927;Nahem;
11928;Fransesco;
11929;Tancmar;dank
11930;Clementiana;clemens
11931;Lydius;lied
11932;Rinko;rein
11933;Thebetea;
11934;Gerrijt;geerhard
11935;Lauwrents;laurens
11936;Apolinardus;apollonius
11937;ranciscus;
11938;Avelina;ave
11939;IJsaak;izaak
11940;Winkje;wijn
11941;Tonny;
11942;Theodorina;theodorus
11943;Emmigie;erm
11944;Amplonia;apollonius
11945;Agathus;agatha
11946;Maartj;
11947;Thomasia;thomas
11948;Gerrebrandus;geerbrand
11949;Ibelliena;ib
11950;Sennigje;cecilia
11951;Hippolitus;hypolitus
11952;Hrmanus;heerman
11953;Marijken;maria
11954;Clasyntje;
11955;Piertnelletje;
11956;Gerdbrand;
11957;Henrmanus;heerman
11958;Meijsje;mein
11959;Agarha;agatha
11960;Liesette;elisabeth
11961;Elsebena;elisabeth
11962;Sietska;zege
11963;Mitje;mette
11964;Hiemke;heim
11965;Joh.;
11966;Wilhlemina;wilhelm
11967;Huberba;
11968;Oosten;
11969;Chornelia;cornelis
11970;Adreijana;adriaan
11971;Zytje;zege
11972;Tjak;died
11973;Alydia;
11974;Syme;simon
11975;Miensje;mina
11976;Geerling;geerling
11977;Molle;madel
11978;Modesta;meinhard
11979;Kik;
11980;Lien;lijn
11981;Zanne;susanna
11982;Wougje;woud
11983;Eijgie;eg
11984;Tountje;antonius
11985;Jannemia;
11986;Amielius;aemilius
11987;Fychje;
11988;Louirisje;
11989;Bauktjen;bauke
11990;Hijleke;heil
11991;Thilippus;filippus
11992;Harmientjen;heerman
11993;Horace;horatius
11994;Claassie;nicolaas
11995;Arte;arnoud
11996;Folkertje;folkhard
11997;Arrijaantje;adriaan
11998;Hylkjen;heil
11999;(Petrus);petrus
12000;Ammalia;aemilius
12001;Boonefacius;
12002;Trintje;catharina
12003;Sijnco;sin
12004;Woldemar;woudheer
12005;Rymptje;
12006;Amutje;
12007;Geertruuda;geertruida
12008;Abelina;abel
12009;Ghislenus;gislenus
12010;Neysbert;
12011;Hiltjen;heil
12012;Gaspard;casper
12013;Bertine;bert
12014;Johannjes;johannes
12015;Louwens;laurens
12016;Faetske;
12017;Fijgien;fried
12018;erarda;eerhard
12019;Edraam;
12020;Arnslaus;
12021;Catie;catharina
12022;Goveritus;godfried
12023;Jeltje,;
12024;Jakooba;
12025;Dehlia;
12026;Gisela;gijsel
12027;Nadine;agnes
12028;Seeske;saks
12029;Willfriede;
12030;Moijse;
12031;Guurdina;geerhard
12032;Dirkje,;
12033;Harper;heerbert
12034;Louiwine;
12035;Francici;franciscus
12036;Emmelina;aemilius
12037;Enoek;
12038;Aganeta;agnes
12039;Herwina;heerwijn
12040;Adelide;adelheid
12041;di;
12042;Beike;bag
12043;Leuna;apollonius
12044;Tibertius;
12045;Reinderrika;
12046;Reinarda;reinhard
12047;Jerroen;
12048;Benvenuto;benedictus
12049;Feliciano;felix
12050;Guiseppa;gijsbert
12051;Keetjen;cornelis
12052;Brünette;brun
12053;Everbertus;everhard
12054;Remt;reinbert
12055;Rijnof;reinwoud
12056;Elizbeth;elisabeth
12057;Sijmerd;zegeward
12058;Geed;
12059;Gerrada;geerhard
12060;Aspasia;ahasveros
12061;Jakomijntje;jacob
12062;Aarnolt;
12063;Minikus;dominicus
12064;Jeremey;
12065;Dieuke;diedw-
12066;Christianis;christiaan
12067;Katryna;catharina
12068;Corandina;koenraad
12069;Evangeline;eufemia
12070;Triijntje;catharina
12071;Wijbrandt;wilbrand
12072;Eits;
12073;Lodwijk;lodewijk
12074;Thys;
12075;Froim;
12076;Brandel;brand
12077;Hinderk;heimrijk
12078;Leenderts;
12079;Offe;
12080;Berenddina;bernhard
12081;Reijmpje;reinb-
12082;Loues;
12083;Reinerdina;reinhard
12084;Eze;es
12085;Staartje;staas
12086;Niclaes;nicolaas
12087;Rijmarda;raadmar
12088;Nageltje;
12089;Hulbert;hugbert
12090;Ismaël;
12091;Jawieke;
12092;Heerkje;heer
12093;Petternella;petrus
12094;Dorotha;dorothea
12095;Eeuwoud;ewoud
12096;Tetjen;died
12097;Goverdinus;godfried
12098;Salvador;salvius
12099;Jaac;jacob
12100;Leenert;leonhard
12101;Stanley;constant
12102;(Meester);
12103;Austa;
12104;Joanees;johannes
12105;Warmolt;warnboud
12106;Wijncko;wijn
12107;Reitske;rijk
12108;Luciaan;lucius
12109;Gheorgi;
12110;Evghenia;
12111;Ghislaine;gesinus
12112;Doorjte;
12113;Mathais;matthias
12114;Leborus;
12115;Mareytie;
12116;Treintie;
12117;Grina;margareta
12118;Arnaut;arnoud
12119;Godliep;godlief
12120;Vernand;
12121;Catelina;catharina
12122;Rienetta;
12123;Izack;izaak
12124;Leijsea;
12125;Massina;martinus
12126;Heikje;heg
12127;Joseb;jozef
12128;Lucretius;lucretius
12129;Michaïl;michael
12130;Chang;
12131;Moijves;
12132;Live;lief
12133;Passchierina;paschalis
12134;Stanislas;stanislaus
12135;Sandert;alexander
12136;Heijmans;
12137;Tynke;christiaan
12138;Hedrika;heimrijk
12139;Mitabeth;
12140;Seyke;zege
12141;Tjie;
12142;Talen;
12143;Ingenetta;eng
12144;Fennegiena;ferdinand
12145;Agerita;
12146;Houterina;
12147;Gerbranda;geerbrand
12148;Jouwer;iv
12149;`Pieternelletje;
12150;Rindeltje;reinhard
12151;Pieternell;petrus
12152;Gerrir;geerhard
12153;Aldida;adelheid
12154;Christiejaan;christiaan
12155;Trijngje;
12156;Celitje;cecilia
12157;Lauris;laurens
12158;Ellisabeth;elisabeth
12159;Hendreijn;heimrijk
12160;Belletta;bele
12161;Alphonus;adelfons
12162;Heinthe;
12163;Gerhardarda;
12164;Sophiea;sofia
12165;Steintie;stina
12166;Corrina;cornelis
12167;Dirksken;diedrijk
12168;Korving;corvinus
12169;Heenrich;heimrijk
12170;Burrit;burg
12171;Patrik;petrus
12172;Wiebrandus;wijgbrand
12173;Louwerince;
12174;Clementus;
12175;Mauritsia;
12176;Mynsje;
12177;Pitie;petrus
12178;Allexander;alexander
12179;Rambertus;reinbert
12180;Sinna;sin
12181;Landesbergen;
12182;Willibrordus,;
12183;Juurie;
12184;Gielles;giel
12185;Wilfridus;wolfhard
12186;Amèle;aemilius
12187;Gerrisje;geerhard
12188;Kemmet;koen
12189;Feyter;
12190;Bestman;bestman
12191;Crijntee;
12192;Dikrje;diedrijk
12193;Jenneko;
12194;Ydo;id
12195;Zen;
12196;Kam;
12197;Ephrarina;
12198;Hendersche;heimrijk
12199;Gabriëla;gabriël
12200;Annelisje;
12201;Lutia;lied
12202;Allegonde;adelgonda
12203;Leliana;lief
12204;Cytje;
12205;Jebe;gave
12206;Leupje;
12207;Bartlomina;bartholomeus
12208;Dagina;david
12209;Gijsabertha;gijsbert
12210;Martsen;martinus
12211;Kreijn;quirinus
12212;Arrie;adriaan
12213;Lowerina;lodewijn
12214;Klezina;nicolaas
12215;Zijgie;zege
12216;Rynardus;reinhard
12217;Aalge;
12218;Elimar;eliazer
12219;Wenzel;wenceslaus
12220;Wenceslaus;wenceslaus
12221;Aghie;agatha
12222;Eling;elisabeth
12223;Boris;boris
12224;Hsueh;
12225;Chung;
12226;Ulferdus;odelfried
12227;Anigje;anne
12228;Altina;adel
12229;Adewijn;adelwijn
12230;Ime;erm
12231;Laurance;laurens
12232;Alwin;adelwijn
12233;Erbertimus;elbert
12234;Abiegel;abigael
12235;Annechie;anne
12236;Fuyt;
12237;Hensie;
12238;Balthavar;
12239;Djurre;djurre
12240;Alphoncius;adelfons
12241;Imetje;erm
12242;Asuwerus;ahasveros
12243;Bethe;elisabeth
12244;Fridolin;friedrijk
12245;Abelus;abel
12246;Marcellina;marcel
12247;Zegerdina;zegeheer
12248;Kris;chris
12249;Willechien;wilhelm
12250;Goderd;godhard
12251;Camelia;cornelis
12252;Jeictje;
12253;Dirrikje;diedrijk
12254;Asuenus;ahasveros
12255;Helmoed;
12256;Meljerd;
12257;Erremina;heerman
12258;Seeger;zegeheer
12259;Prijma;
12260;Gizella;gijsel
12261;Beelen;
12262;Beate;beatrix
12263;Rympje;reinb-
12264;etrus;
12265;Jilte;geld
12266;Philippijntje;filippus
12267;Holkjen;hold
12268;Torleif;
12269;Betzy;elisabeth
12270;Letjen;adelheid
12271;Hindrijke;heimrijk
12272;Helleena;helena
12273;Leoanardus;leonhard
12274;Hertoge;
12275;Gerjet;geerhard
12276;Meijnssie;
12277;Dorisje;
12278;Jakobijna;jacob
12279;Tabbert;
12280;Wolff;wolf
12281;Idse;id
12282;Amon;arnoud
12283;Louwerensje;laurens
12284;Jaequeline;jacob
12285;Gorseling;gosling
12286;Lammiena;lamb-
12287;Ilah;
12288;Louwisje;
12289;Ruthdolf;rodwolf
12290;Clazyntje;
12291;Raima;
12292;Rennetje;rein
12293;Marcillus;marcel
12294;Wiebold;wijgboud
12295;Heribert;heerbert
12296;Sakkelien;
12297;Hermke;heerman
12298;Titte;died
12299;Pijter;petrus
12300;Sasanna;susanna
12301;Sjouwkien;zegeward
12302;Henrijette;heimrijk
12303;Henderice;heimrijk
12304;Heyntje;heimrijk
12305;Duce;
12306;Gergjen;geerhard
12307;Ammerentie;emerentia
12308;Norrong(zich;
12309;Thulia;diedlief
12310;Pruijs;
12311;Hermken;heerman
12312;Aagjen;agatha
12313;Sillegje;
12314;Addo;adel
12315;Reynt;reinhard
12316;`Gerrit;
12317;Aurelius;aurelius
12318;Kuijndertje;koenraad
12319;Janegie;johannes
12320;Arkadia;arkadia
12321;Servina;serafinus
12322;Albinus;albin
12323;Franzisca;franciscus
12324;Dingeria;
12325;Steyn;
12326;Lijsabeth;elisabeth
12327;Elzebetha;elisabeth
12328;Barthola;bertwoud
12329;Elmyze;
12330;Anthoniers;
12331;Kerts;chris
12332;Pijpkje;
12333;Rombertha;
12334;Elazina;elisabeth
12335;Treentje;catharina
